loan_id,len,syll,lex,sent,flesch,kincaid,gunning
405,941.0,239.0,171.0,12.0,73.88,6.5,6.89
3,591.0,150.0,102.0,7.0,65.12,7.8,8.98
3233,1064.0,255.0,191.0,10.0,77.47,7.2,9.52
3007,939.0,244.0,157.0,8.0,51.58,10.9,12.17
920,652.0,166.0,124.0,11.0,85.39,4.2,7.75
6205,564.0,144.0,108.0,3.0,60.32,13.8,15.88
1736,856.0,211.0,159.0,8.0,76.66,7.5,9.72
7316,247.0,59.0,48.0,2.0,80.96,7.9,10.43
3829,543.0,123.0,101.0,6.0,88.26,5.1,8.3
3880,908.0,224.0,171.0,11.0,81.12,5.8,7.84
3408,1178.0,296.0,205.0,9.0,65.25,9.8,11.66
6815,540.0,132.0,88.0,7.0,67.15,7.0,8.68
410,623.0,162.0,120.0,8.0,73.17,6.8,7.0
7198,543.0,126.0,97.0,5.0,77.16,7.3,9.41
5315,292.0,71.0,57.0,3.0,86.03,6.0,9.71
6616,612.0,148.0,101.0,7.0,65.32,7.7,9.32
2599,1275.0,321.0,226.0,10.0,65.46,9.7,12.4
1828,2087.0,510.0,373.0,19.0,68.5,8.6,10.52
5092,14.0,4.0,2.0,1.0,35.61,8.8,20.8
1905,1143.0,293.0,204.0,12.0,71.14,7.6,9.55
2706,914.0,236.0,142.0,8.0,44.95,11.4,11.91
3497,966.0,250.0,169.0,10.0,62.78,8.7,10.31
2826,637.0,159.0,115.0,11.0,77.74,5.0,6.29
7376,1036.0,256.0,190.0,11.0,79.3,6.5,8.6
1262,143.0,39.0,31.0,3.0,86.4,3.8,4.12
6718,736.0,183.0,128.0,8.0,72.16,7.2,8.9
6719,731.0,176.0,127.0,7.0,70.02,8.0,9.76
7877,949.0,240.0,156.0,9.0,62.38,8.9,11.54
6281,1031.0,252.0,186.0,9.0,67.38,9.0,9.79
2238,554.0,135.0,103.0,5.0,75.95,7.8,9.79
1316,646.0,167.0,115.0,11.0,69.28,6.2,6.98
7473,676.0,162.0,125.0,9.0,82.75,5.2,7.16
3305,693.0,175.0,120.0,6.0,59.64,9.9,11.0
6738,635.0,161.0,112.0,4.0,59.98,11.8,14.06
5617,593.0,143.0,112.0,6.0,77.87,7.0,9.27
2879,692.0,171.0,131.0,9.0,82.04,5.4,7.37
5383,819.0,208.0,162.0,11.0,81.93,5.5,6.87
610,674.0,162.0,125.0,6.0,75.74,7.9,10.56
5230,782.0,195.0,142.0,8.0,70.33,7.9,9.37
3404,1326.0,333.0,227.0,12.0,60.75,9.5,10.38
5750,1104.0,284.0,194.0,12.0,63.49,8.4,8.75
6279,952.0,235.0,174.0,7.0,63.12,10.6,12.03
6879,876.0,217.0,157.0,7.0,65.66,9.7,11.25
374,544.0,133.0,104.0,6.0,79.3,6.5,8.84
6761,557.0,133.0,101.0,8.0,84.07,4.7,6.23
2457,744.0,180.0,137.0,7.0,76.96,7.4,9.01
7512,1976.0,483.0,364.0,17.0,75.13,8.1,10.1
135,1039.0,253.0,199.0,9.0,74.42,8.4,10.05
651,877.0,218.0,153.0,10.0,72.87,6.9,8.73
3761,458.0,116.0,89.0,7.0,83.96,4.7,7.33
7057,1014.0,250.0,169.0,10.0,62.78,8.7,9.84
1777,1229.0,307.0,221.0,10.0,65.96,9.5,10.29
423,904.0,221.0,177.0,11.0,88.97,4.8,7.57
2785,466.0,113.0,80.0,4.0,68.1,8.7,11.0
5757,660.0,164.0,113.0,7.0,63.59,8.4,9.27
216,747.0,187.0,142.0,9.0,80.82,5.9,8.01
4396,999.0,232.0,187.0,10.0,86.33,5.9,8.55
2425,1324.0,322.0,237.0,13.0,69.92,8.0,9.47
3119,672.0,160.0,115.0,7.0,71.75,7.3,9.34
7803,403.0,99.0,77.0,4.0,77.27,7.3,9.28
1180,1080.0,280.0,182.0,9.0,59.43,10.0,11.38
2524,981.0,242.0,169.0,9.0,69.31,8.3,9.89
1567,552.0,146.0,98.0,4.0,55.07,11.7,12.25
2195,884.0,228.0,149.0,7.0,58.32,10.4,11.74
7380,905.0,213.0,158.0,7.0,73.92,8.6,11.57
7954,825.0,212.0,139.0,7.0,59.74,9.9,12.85
5758,462.0,115.0,83.0,6.0,74.39,6.3,8.41
6091,1107.0,276.0,198.0,9.0,66.07,9.5,10.82
1275,191.0,48.0,39.0,2.0,85.52,6.2,7.8
4121,612.0,155.0,115.0,7.0,80.21,6.1,8.3
7921,932.0,232.0,152.0,10.0,64.51,8.0,10.55
1141,511.0,123.0,98.0,6.0,80.31,6.1,8.15
2971,758.0,204.0,130.0,7.0,52.6,10.5,11.13
2711,711.0,171.0,118.0,6.0,68.4,8.6,11.27
7673,666.0,169.0,122.0,6.0,67.79,8.8,10.09
649,162.0,41.0,32.0,4.0,88.74,2.9,3.2
1310,523.0,133.0,97.0,8.0,76.11,5.6,6.49
3228,979.0,255.0,161.0,9.0,53.31,10.3,10.39
1386,853.0,229.0,160.0,7.0,65.15,9.9,11.41
6806,513.0,117.0,84.0,5.0,71.34,7.5,9.1
5602,570.0,141.0,113.0,5.0,82.38,7.4,10.81
7478,1088.0,269.0,204.0,12.0,79.6,6.4,8.56
5183,1026.0,260.0,189.0,13.0,73.68,6.6,8.34
710,1235.0,307.0,211.0,14.0,64.61,8.0,8.31
6561,1415.0,342.0,256.0,14.0,78.28,6.9,8.73
6653,392.0,95.0,66.0,5.0,75.0,6.1,8.92
6341,1155.0,302.0,211.0,8.0,61.6,11.2,13.21
5628,801.0,196.0,151.0,11.0,82.95,5.1,7.6
2979,639.0,162.0,105.0,5.0,58.62,10.3,12.21
6419,1270.0,308.0,216.0,8.0,60.99,11.5,13.02
2694,817.0,207.0,145.0,7.0,67.38,9.0,12.42
3361,1273.0,340.0,212.0,11.0,51.89,10.8,11.68
4394,707.0,172.0,132.0,7.0,77.67,7.1,10.59
667,1067.0,262.0,194.0,15.0,75.3,6.0,7.22
1740,1127.0,271.0,204.0,13.0,80.92,5.9,8.44
1822,1184.0,287.0,223.0,12.0,77.98,7.0,9.41
5912,1568.0,374.0,290.0,16.0,78.48,6.8,8.21
1883,1229.0,306.0,207.0,15.0,65.93,7.5,9.38
2889,1143.0,288.0,197.0,8.0,54.97,11.7,12.89
